pattern_id,entry_date,exit_date,entry_price,exit_price,direction,profit_pct,hit_target,hit_stop,bars_held
1,2025-02-12,2025-02-13,97862.53,95905.2794,bullish,-0.019999999999999993,False,True,1
2,2025-02-18,2025-02-24,95607.4,93695.252,bullish,-0.02000000000000001,False,True,6
